CID;Nome do CID;Frequência;Significado Completo;Comorbidades Relacionadas
BA41.0;Infarto agudo do miocárdio com supradesnível de ST;5;"Infarto agudo do miocárdio com supradesnível de ST (IAMCSST) é um infarto agudo do miocárdio com desenvolvimento de supradesnível de ST em duas derivações contíguas do eletrocardiograma. Os critérios de elevação do ST são os seguintes; novo supradesnível de ST no ponto J em duas derivações contíguas aplicando os pontos de corte: 0,2mV em homens> 40 anos; > 0,25mV em homens <40 anos, e > 0,15mV em mulheres.";BA51 - Miocardiopatia isquêmica (2x) | BA40.Y - Outra angina pectoris especificada (1x) | BB63.1 - Estenose mitral não reumática com insuficiência (1x)
EK90.0;Ceratose actínica;5;Ceratoses actínicas (CA) são áreas focais de proliferação e diferenciação anormais de queratinócitos induzidas por exposição crônica à radiação ultravioleta. São muito comuns em área exposta ao sol de indivíduos de pele clara que tiveram exposição excessiva à luz solar. Inicialmente pápulas escamosas planas, podem se tornar significativamente elevadas em relação à superfície da pele pela produção de queratina aderente densa ou como resultado de proliferação celular desregulada que pode progredir para franco carcinoma in situ ou carcinoma espinocelular invasivo.;2C31.1 - Ceratoacantoma (2x) | BB84.3 - N/A (1x) | EH92.0 - Cornos ou calosidades (1x)
CB41.0;Insuficiência respiratória aguda;5;A insuficiência respiratória pode ser aguda (de curta duração) ou crônica (em evolução), usando o tempo como o principal parâmetro. Na insuficiência respiratória aguda a hipoxemia ocorre em um período de horas ou dias (menos de 7 dias) e a insuficiência respiratória pode se desenvolver rapidamente, e exigir tratamento de emergência.;BC81.7Y - Outra taquicardia atrioventricular recíproca, especificada (1x) | DA60.3 - Úlceras de estresse do estômago (1x) | 5A01.1 - Bócio não tóxico uninodular (1x)
MF96;Proteinúria;5;O excesso de proteínas séricas na urina, como na doença renal, em que a albumina é a proteína principal, porém também pode ser devido a outras proteínas, como imunoglobulinas de cadeias leves na discrasia de células plasmáticas como o mieloma múltiplo.;MF95 - Mioglobinúria (2x) | 3A71.2 - Anemia na doença renal crônica (1x) | 4B24.0 - Doença do enxerto versus hospedeiro aguda (1x)
8A64;Crise epiléptica única devida a causas remotas;5;Convulsão não provocada ocorrendo em paciente sem história de antecedente de crises epilépticas mas com anormalidades do desenvolvimento cerebral ou uma condição clínica potencialmente responsável (metabólica, estrutural, tóxica). A relação temporal com o insulto ao SNC é além do intervalo estimado para ocorrência de convulsões agudas sintomáticas. O insulto ao SNC pode ser estático ou progressivo.;60000000000000.0 - N/A (1x) | 6C40.2 - Dependência de álcool (1x) | 8A66 - Estado de mal epiléptico (1x)
FA27.2;Reumatismo palindrômico;5;Reumatismo palindrômico causa crises agudas de dor e edema nas articulações, tipicamente nas mãos e nos pés. Cada episódio pode durar de algumas horas a vários dias. A frequência das crises também é variável. No intervalo entre as crises, a dor e o edema desaparecem completamente e as articulações acometidas parecem normais nas radiografias. É provável que 30 a 50 por cento dos pacientes com reumatismo palindrômico desenvolverão artrite reumatoide, mas a progressão pode levar vários anos.;BA02 - Doença renal hipertensiva (2x) | GB40 - Síndrome nefrítica (2x) | BA01 - Doença cardíaca hipertensiva (1x)
MG30.31;Dor musculoesquelética secundária crônica associada a alterações estruturais;5;"Dor musculoesquelética secundária crônica associada a alterações estruturais é uma dor crônica de mecanismo(s) desconhecido(s), que é atribuível a alterações anatômicas em articulação(ões), osso(s) ou tendão(ões). A alteração estrutural precisa ser inferida a partir de exame clínico e/ou demonstrável por exame de imagem. A dor pode ser espontânea ou induzida por movimento. É caracterizada por aspectos clínicos como inchaço, alodinia ou restrição de movimentos.

Critérios de Diagnóstico:

As condições de A a D são preenchidas:

A) Dor crônica (persistente ou recorrente por mais de 3 meses) em articulação(ões), osso(s) ou tendão(ões) está presente. A dor pode ser espontânea ou induzida por movimento.

B) Pelo menos um dos seguintes critérios atendidos:
B1) Inchaço está presente.
B2) Alodinia sobre a parte está presente.

C) A alteração estrutural é inferida a partir de exame clínico ou de imagem.

D) A dor não é melhor explicada por outro diagnóstico de dor crônica.";FA72.3 - Fratura vertebral por fadiga (1x) | FA80.0 - Degeneração de disco intervertebral da coluna cervical, sem prolapso de disco (1x) | FA80.8 - Degeneração de disco intervertebral da coluna lombar sem prolapso de disco (1x)
MG30.21;Dor crônica pós-operatória;5;Dor pós-operatória crônica é a dor crônica que se desenvolve ou aumenta de intensidade após um procedimento cirúrgico e que persiste além do processo de cicatrização, ou seja, por pelo menos 3 meses após a cirurgia. A dor é localizada no local da cirugia, projetada no território de inervação de um nervo situado nesta área, ou referida em um dermátomo (após cirurgia/lesão de tecidos somáticos profundos ou viscerais). Outras causas de dor, incluindo infecção, malignidade, etc., precisam ser excluídas, bem como a dor persistente de um problema doloroso preexistente. Dependendo do tipo de cirurgia, a dor pós-operatória crônica pode ser neuropática.;FA25 - Gota (1x) | FB42.2 - Gânglio (1x) | FA84.1 - Espondilolistese sem defeito na 'pars' (1x)
BC43.6;Cardiomiopatia ventricular arritmogênica;5;A cardiomiopatia ventricular arritmogênica é uma cardiomiopatia caracterizada pela perda de células miocárdicas com substituição parcial ou total do músculo ventricular direito por tecido adiposo e fibroso, começando pelo subepicárdio e se tornando transmural com o tempo, poupando os músculos papilares e trabéculas, e frequentemente associada a aneurismas, particularmente da via de saída ventricular direita. Há comprometimento sistólico progressivo com dilatação ventricular e acentuada propensão a arritmias ventriculares de origem ventricular direita, e também esquerda. Classicamente uma doença do ventrículo direito, evidências mais recentes sugerem envolvimento do ventrículo esquerdo em extensão variável em até 75% dos casos, assim como doença isolada do ventrículo esquerdo.;5.4 - N/A (1x) | VV3Z - Funções dos sistemas cardiovascular, hematológico, imunológico e respiratório, não especificadas (1x) | MG02 - Resultados de estudos de função renal (1x)
DA60.3;Úlceras de estresse do estômago;5;Úlceras de estresse do estômago são lesões agudas da mucosa que ocorrem em pacientes criticamente doentes e que podem resultar em hemorragia digestiva alta aguda. São normalmente erosões superficiais mas podem evoluir para úlceras. As úlceras de estresse do estômago podem desenvolver-se em qualquer segmento gástrico mas são mais frequentemente observadas na mucosa fúndica, que reveste o corpo e o fundo do estômago.;ME01 - Distensão abdominal (1x) | DC34 - Pancreatite obstrutiva (1x) | CA22.0 - Doença pulmonar obstrutiva crônica com exacerbação aguda, não especificada (1x)
1D82;Doença por citomegalovírus;5;Qualquer condição causada por uma infecção por citomegalovírus (CMV). Essas condições são comumente assintomáticas. A transmissão ocorre por contato direto com fluidos corporais infectados.;BA01 - Doença cardíaca hipertensiva (1x) | 5B5K.8 - Deficiência de cromo (1x) | 7A42.4 - Hipoventilação relacionada ao sono devida a medicamento ou substância (1x)
7A42.4;Hipoventilação relacionada ao sono devida a medicamento ou substância;5;"Hipoventilação relacionada ao sono devida a medicamento ou substância química é caracterizada primariamente por hipoventilação e hipercapnia crônicas devidas ao uso prolongado de medicamentos ou substâncias químicas conhecidas por deprimirem o drive respiratório e/ou comprometer a mecânica dos músculos respiratórios (p.ex. narcóticos de longa ação, anestésicos, sedativos e relaxantes musculares). Hipoxemia está usualmente também presente. Hipercapnia pode também estar presente durante a vigília em alguns pacientes. Os pacientes podem ser assintomáticos ou se queixar de dispneia, opressão torácica ou fadiga.

Nota: O diagnóstico definitivo requer evidência objetiva baseada em polissonografia com monitorização do dióxido de carbono (CO2) (por medidas arterial, tidal final ou transcutânea) no contexto de uso de substâncias consideradas causadoras dos sintomas.";ND36 - Outros traumatismos envolvendo regiões múltiplas do corpo, não classificados em outra parte (1x) | BA01 - Doença cardíaca hipertensiva (1x) | 1D82 - Doença por citomegalovírus (1x)
9B10.02;Catarata relacionada à idade madura;5;Trata-se da turvação do cristalino, relacionado à idade madura, que leva a uma diminuição da visão. É a causa mais comum de cegueira e é tratada convencionalmente com cirurgia. Perda visual ocorre porque a opacificação do cristalino obstrui a passagem da luz e prejudica seu foco na retina no fundo do olho.;9A94.1 - Síndrome da íris flácida (2x) | 9C61.22 - Glaucoma secundário de ângulo aberto induzido pelo cristalino (2x) | 9A10.3 - Hiperlacrimação (2x)
6E63;Síndrome de ansiedade secundária;5;Síndrome caracterizada pela presença de sintomas ansiosos proeminentes, considerados consequência fisiopatológica direta de uma condição de saúde não classificada como transtorno mental e comportamental, com base em evidências de anamnese, exame físico ou achados laboratoriais. Os sintomas não são explicados por delirium ou por outro transtorno mental e comportamental, e não são uma resposta psicologicamente mediada a uma condição médica grave (p. ex., sintomas ansiosos ou ataques de pânico em resposta ao diagnóstico de uma doença potencialmente fatal). Essa categoria deve ser utilizada somada ao diagnóstico do transtorno ou doença subjacente presumido, quando os sintomas ansiosos forem suficientemente graves para exigir atenção clínica específica.;R05.9 - N/A (1x) | 9.0 - N/A (1x) | MB29.0 - Alimentação seletiva ou restritiva (1x)
QA02.8;Observação por suspeita de alergia ou hipersensibilidade, descartada;5;;CA22.0 - Doença pulmonar obstrutiva crônica com exacerbação aguda, não especificada (3x) | 9A94.1 - Síndrome da íris flácida (1x) | QA77 - Medicação ou substância que se sabe que está contraindicada para o paciente sem lesão ou dano (1x)
FA26.1;Doença por deposição de hidroxiapatita;5;"A doença por deposição de cristais de hidroxiapatita de cálcio é caracterizada pela presença de cristais de fosfato de cálcio básico - predominantemente hidroxiapatita - em tecidos moles periarticulares, especialmente os tendões. Essa entidade é melhor reconhecida como ""tendinite calcificada"" no local mais frequente de acometimento no ombro, mas manifesta-se em vários outros locais, com a denominação mais adequada de periartrite calcificada.";EB31 - Eritema nodoso (1x) | 9C40.A0 - Papiledema (1x) | QA03.Y - Outro exame geral de rotina ('check-up') especificado de subpopulação definida (1x)
9B02.0;Pupila de Argyll Robertson;5;São pupilas pequenas bilaterais que se contraem quando o paciente focaliza um objeto próximo, mas não se contraem quando exposto à luz forte (elas não “reagem” à luz).;8D60.1 - Edema cerebral (2x) | 9A94.1 - Síndrome da íris flácida (1x) | 8D64.10 - Hidrocefalia devida a malformações estruturais (1x)
BD53.4;Ateroembolismo de colesterol;5;"Oclusão embólica de pequenas artérias e arteríolas distais por cristais de colesterol liberados de placa aterosclerótica em artérias maiores mais centrais. A isquemia microvascular resultante é acompanhada por uma resposta inflamatória à presença de cristais de colesterol. Isso pode ocorrer espontaneamente ou como uma complicação de angiografia ou cirurgia vascular. Os órgãos mais comumente afetados incluem pele, rins, trato gastrointestinal e cérebro. Manifestações cutâneas, presentes na maioria dos casos, incluem livedo reticularis e necrose e ulceração isquêmicas focais; estas estão comumente associadas a lesão renal aguda.";MF56 - Cólica renal (2x) | CA22.0 - Doença pulmonar obstrutiva crônica com exacerbação aguda, não especificada (2x) | GB61.0 - Doença renal crônica, estágio 1 (1x)
